order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,region,state,city,category,sub_category,product_name,quantity,unit_price,discount,sales,profit,payment_method
ORD-2025-01503,2025-12-11,2025-12-14,First Class,CUST-0594,Rahul Davis,Consumer,Central,Texas,Austin,Office Supplies,Binders,3-Ring Binder,3,7.61,0.0,22.83,7.61,Cash on Delivery
ORD-2025-03238,2025-10-27,2025-10-30,First Class,CUST-0181,Rahul Patel,Corporate,East,Pennsylvania,Philadelphia,Office Supplies,Storage,Desk Organizer,3,56.25,0.3,118.12,-2.87,PayPal
ORD-2024-03998,2024-10-28,2024-11-02,Standard Class,CUST-0068,Nina Davis,Consumer,Central,Ohio,Columbus,Technology,Phones,Wireless Headset,8,146.28,0.1,"$1,053.22",59.87,Credit Card
ORD-2024-02012,16/10/2024,2024-10-21,Standard Class,CUST-0393,Chris Patel,Consumer,West,California,San Diego,Furniture,Tables,Standing Desk,3,414.15,0.3,869.71,-174.78,Credit Card
ORD-2025-04631,2025-08-04,2025-08-09,Second Class,CUST-0746,Sara Davis,Consumer,Central,Ohio,Columbus,Technology,Machines,Document Scanner,2,1244.29,0.0,2488.58,411.92,Debit Card
ORD-2024-03936,2024-03-26,2024-03-28,First Class,CUST-0017,Michael Davis,Consumer,Central,Illinois,Chicago,Office Supplies,Storage,Storage Box,2,36.67,0.0,73.34,18.09,Cash on Delivery
ORD-2025-02973,2025-11-03,2025-11-10,Standard Class,CUST-0517,Sara Johnson,Corporate,Central,Illinois,Chicago,Furniture,Chairs,Executive Chair,3,110.58,0.1,298.57,12.84,Debit Card
ORD-2024-04929,2024-10-29,2024-11-04,Standard Class,CUST-0464,David Davis,Corporate,West,Oregon,Portland,  Office Supplies ,Art,Highlighter Pack,5,14.62,0.1,65.79,11.67,Debit Card
ORD-2025-04640,2025-03-08,2025-03-14,Standard Class,CUST-0391,Laura Davis,Home Office,South,Georgia,Atlanta,Technology,Machines,Document Scanner,3,1096.31,0.0,3288.93,704.59,Credit Card
ORD-2025-05720,2025-09-03,2025-09-07,Second Class,CUST-0765,Chris Singh,Corporate,Central,Ohio,,office supplies,Binders,3-Ring Binder,6,5.56,0.0,33.36,10.03,PayPal
ORD-2025-00007,2025-03-25,2025-03-28,First Class,CUST-0370,David Verma,Consumer,Central,Illinois,Chicago,Technology,Machines,Laser Printer,3,1253.1,0.0,3759.3,38.21,Credit Card
ORD-2024-02488,26/06/2024,2024-06-29,First Class,CUST-0072,Arjun Khan,Consumer,West,Oregon,Portland,Technology,Phones,Smartphone X,3,283.83,0.1,766.34,69.26,PayPal
ORD-2024-00679,22/07/2024,2024-07-24,Same Day,CUST-0406,James Johnson,Consumer,Central,Ohio,Columbus,Office Supplies,Binders,Presentation Binder,2,18.3,0.0,36.6,5.65,PayPal
ORD-2025-01944,2025-01-13,2025-01-17,First Class,CUST-0438,Emily Johnson,Consumer,East,New Jersey,Newark,Office Supplies,Art,Marker Set,2,17.48,0.1,31.46,10.43,Cash on Delivery
ORD-2024-05166,2024-08-11,2024-08-14,Second Class,CUST-0392,John Khan,Consumer,East,New Jersey,Newark,Furniture,Tables,Coffee Table,3,700.37,0.0,2101.11,247.55,Debit Card
ORD-2025-05628,2025-06-22,2025-06-24,First Class,CUST-0338,John Khan,Consumer,South,North Carolina,Charlotte,Office Supplies,Paper,Sticky Notes Pack,3,10.37,0.0,31.11,12.3,Cash on Delivery
ORD-2024-03461,2024-12-25,2025-01-01,Standard Class,CUST-0219,Sara Khan,Consumer,Central,Illinois,Chicago,Office Supplies,Paper,A4 Copy Paper 500,2,34.45,0.3,48.23,4.32,PayPal
ORD-2024-04690,2024-04-16,2024-04-23,Standard Class,CUST-0249,Ananya Brown,Consumer,West,Oregon,Portland,Office Supplies,Storage,File Cabinet,7,50.3,0.0,352.1,58.57,Credit Card
ORD-2024-03911,2024-03-16,2024-03-23,Standard Class,CUST-0490,Arjun Johnson,Consumer,West,Washington,Seattle,Office Supplies,Paper,A4 Copy Paper 500,3,26.3,0.0,$78.90,33.03,Cash on Delivery
ORD-2024-02608,2024-11-28,2024-11-28,Same Day,CUST-0412,Ananya Verma,Consumer,West,California,San Diego,Technology,Machines,Label Maker,2,1483.95,0.0,2967.9,150.16,PayPal
ORD-2025-04399,2025-11-15,2025-11-19,First Class,CUST-0445,James Brown,Corporate,South,Georgia,Atlanta,Furniture,Bookcases,Corner Bookcase,2,254.12,0.3,355.77,-75.12,Credit Card
ORD-2025-05624,2025-04-21,2025-04-24,Second Class,CUST-0128,John Khan,Consumer,South,Tennessee,Nashville,Office Supplies,Storage,Storage Box,2,80.22,0.1,144.4,26.86,Debit Card
ORD-2024-01065,2024-05-15,2024-05-17,First Class,CUST-0533,Laura Davis,Consumer,South,Tennessee,Nashville,Technology,Accessories,USB-C Hub,3,136.13,0.5,204.19,24.87,Credit Card
ORD-2024-03882,2024-11-26,2024-12-02,Standard Class,CUST-0662,Rahul Williams,Home Office,East,New York,New York City,Technology,Accessories,Mechanical Keyboard,4,111.09,0.0,$444.36,111.31,PayPal
ORD-2025-02243,2025-12-20,2025-12-25,Standard Class,CUST-0751,Sofia Khan,Consumer,East,Massachusetts,Boston,Office Supplies,Binders,Presentation Binder,2,19.89,0.0,39.78,11.56,Credit Card
ORD-2024-01475,2024-01-13,2024-01-16,First Class,CUST-0620,Aarav Davis,Corporate,Central,Michigan,Detroit,Furniture,Bookcases,Corner Bookcase,3,341.72,0.0,1025.16,-73.71,Debit Card
ORD-2024-04533,2024-12-19,2024-12-23,,CUST-0175,Meera Smith,Home Office,South,Georgia,Atlanta,furniture,Bookcases,5-Shelf Bookcase,2,118.36,0.1,213.05,11.68,PayPal
ORD-2024-01890,2024-12-11,2024-12-18,Standard Class,CUST-0603,Sofia Patel,Consumer,West,Oregon,Portland,Office Supplies,Storage,File Cabinet,4,19.01,0.0,76.04,12.98,Credit Card
ORD-2024-03593,2024-04-26,2024-04-26,Same Day,CUST-0017,Michael Davis,Consumer,Central,Illinois,Chicago,Office Supplies,Binders,3-Ring Binder,3,5.71,0.0,17.13,3.62,Credit Card
ORD-2025-02022,2025-01-05,2025-01-08,First Class,CUST-0079,Daniel Brown,Corporate,East,New Jersey,Newark,Office Supplies,Paper,A4 Copy Paper 500,7,15.87,0.1,99.98,20.12,Cash on Delivery
ORD-2025-04807,07/12/2025,2025-12-11,Second Class,CUST-0613,Michael Patel,Consumer,West,California,San Francisco,Furniture,Bookcases,Corner Bookcase,5,236.69,0.0,1183.45,-23.22,PayPal
ORD-2024-04351,2024-11-26,2024-12-02,Standard Class,CUST-0448,John Davis,Consumer,South,North Carolina,Charlotte,Office Supplies,Paper,Notebook Set,3,37.62,0.0,112.86,46.06,Cash on Delivery
ORD-2024-02659,2024-12-22,2024-12-29,Standard Class,CUST-0615,Chris Williams,Corporate,South,Tennessee,Nashville,Technology,Phones,Desk Phone,5,756.37,0.0,3781.85,892.45,Debit Card
ORD-2025-02468,2025-12-11,2025-12-16,Second Class,CUST-0032,Emily Smith,Corporate,South,Georgia,,Office Supplies,Binders,3-Ring Binder,3,15.04,0.3,$31.58,-2.35,PayPal
ORD-2024-03793,2024-03-23,2024-03-29,Standard Class,CUST-0712,Isha Smith,Consumer,South,Georgia,Atlanta,Office Supplies,Storage,Desk Organizer,2,144.89,0.0,289.78,60.76,PayPal
ORD-2024-01131,2024-06-24,2024-06-29,Standard Class,CUST-0003,Arjun Khan,Consumer,East,Pennsylvania,Philadelphia,Furniture,Tables,Standing Desk,1,640.04,0.1,576.04,24.16,Cash on Delivery
ORD-2024-01462,2024-10-19,2024-10-25,Standard Class,CUST-0642,David Johnson,Corporate,Central,Illinois,Chicago,Furniture,Bookcases,Corner Bookcase,3,201.6,0.0,604.8,26.09,Cash on Delivery
ORD-2024-03276,2024-06-20,2024-06-23,First Class,CUST-0728,Sofia Singh,Consumer,West,Washington,Spokane,Office Supplies,Art,Marker Set,2,10.6,0.0,21.2,4.31,PayPal
ORD-2024-05855,2024-07-22,2024-07-27,Standard Class,CUST-0580,Meera Williams,Consumer,Central,Michigan,Detroit,Furniture,Chairs,Folding Chair,3,169.77,0.2,$407.45,4.12,PayPal
ORD-2024-03442,2024-02-28,2024-03-02,Second Class,CUST-0214,Kevin Sharma,Home Office,Central,Texas,Houston,Office Supplies,Binders,3-Ring Binder,4,23.61,0.2,75.55,14.07,Credit Card
ORD-2025-04910,2025-07-18,2025-07-23,Standard Class,CUST-0437,Olivia Sharma,Corporate,Central,Michigan,Detroit,  Office Supplies ,Storage,File Cabinet,4,34.4,0.1,123.84,25.09,Cash on Delivery
ORD-2025-00223,03/01/2025,2025-01-09,Standard Class,CUST-0298,Laura Sharma,Consumer,Central,Ohio,Columbus,Office Supplies,Binders,Presentation Binder,6,25.88,0.1,$139.75,15.91,Credit Card
ORD-2024-05670,2024-09-15,2024-09-20,Standard Class,CUST-0318,Chris Singh,Consumer,Central,Ohio,Columbus,Technology,Phones,Smartphone X,6,492.78,0.0,2956.68,572.16,PayPal
ORD-2024-00049,2024-12-06,2024-12-13,Standard Class,CUST-0112,Ananya Verma,Consumer,East,Massachusetts,Boston,Office Supplies,Binders,Presentation Binder,2,23.48,0.0,46.96,5.12,PayPal
ORD-2025-00574,2025-05-25,2025-05-31,Standard Class,CUST-0492,John Khan,Consumer,Central,Ohio,Columbus,Furniture,Chairs,Folding Chair,1,365.0,0.1,328.5,43.69,Cash on Delivery
ORD-2025-01237,2025-02-11,2025-02-11,Same Day,CUST-0344,Sofia Sharma,,West,California,Los Angeles,Office Supplies,Art,Highlighter Pack,5,18.53,0.1,83.39,13.98,PayPal
ORD-2025-04649,29/11/2025,2025-12-06,Standard Class,CUST-0522,Michael Khan,Corporate,West,California,Los Angeles,Office Supplies,Binders,Presentation Binder,2,5.41,0.2,8.66,0.43,PayPal
ORD-2025-05930,2025-12-24,2025-12-27,Second Class,CUST-0736,Kevin Khan,Consumer,Central,Ohio,Columbus,Office Supplies,Binders,Presentation Binder,4,17.04,0.3,47.71,-0.64,Credit Card
ORD-2025-05495,2025-04-16,2025-04-22,Standard Class,CUST-0718,Kevin Johnson,Corporate,West,California,San Francisco,Office Supplies,Paper,A4 Copy Paper 500,4,5.63,0.0,22.52,8.69,Debit Card
ORD-2024-02283,24/08/2024,2024-08-29,Second Class,CUST-0272,Arjun Williams,Home Office,East,New Jersey,Newark,  Technology ,Machines,Label Maker,5,105.19,0.3,368.17,-43.54,Credit Card
ORD-2024-05722,2024-10-11,2024-10-17,Standard Class,CUST-0120,Isha Smith,Home Office,Central,Texas,Houston,Office Supplies,Paper,Notebook Set,2,7.21,0.3,10.09,2.61,PayPal
ORD-2025-00268,2025-04-26,2025-05-03,Standard Class,CUST-0771,Arjun Patel,Consumer,East,Pennsylvania,Pittsburgh,Technology,Accessories,USB-C Hub,6,51.35,0.0,308.1,104.22,Credit Card
ORD-2024-01105,2024-09-30,2024-10-05,Second Class,CUST-0199,James Johnson,Home Office,West,Oregon,Portland,Technology,Machines,Laser Printer,4,1396.85,0.0,5587.4,672.19,Cash on Delivery
ORD-2025-02306,14/08/2025,2025-08-17,Second Class,CUST-0790,David Singh,Corporate,East,New York,New York City,Furniture,Chairs,Ergonomic Office Chair,3,60.41,0.1,163.11,11.97,Debit Card
ORD-2024-04983,2024-10-20,2024-10-25,Standard Class,CUST-0746,Sara Davis,Consumer,Central,Ohio,Columbus,Technology,Machines,Document Scanner,2,324.22,0.2,518.75,-56.4,PayPal
ORD-2025-01936,2025-10-03,2025-10-08,Standard Class,CUST-0539,Nina Brown,Consumer,South,North Carolina,Charlotte,Office Supplies,Paper,Notebook Set,3,5.12,0.3,10.75,2.59,Credit Card
ORD-2025-00387,2025-10-24,2025-10-29,Standard Class,CUST-0307,Sara Davis,Corporate,West,Arizona,Phoenix,office supplies,Binders,Presentation Binder,4,11.21,0.2,35.87,3.07,PayPal
ORD-2024-01702,2024-05-28,2024-06-03,Standard Class,CUST-0656,Daniel Patel,Consumer,West,Oregon,Portland,Furniture,Chairs,Folding Chair,4,331.92,0.0,1327.68,166.75,Credit Card
ORD-2025-01629,2025-04-26,2025-04-29,First Class,CUST-0693,Sara Khan,Home Office,South,Georgia,Atlanta,Office Supplies,Binders,Presentation Binder,3,9.31,0.1,25.14,2.07,Cash on Delivery
ORD-2025-05049,2025-06-27,2025-07-02,Standard Class,CUST-0180,Michael Khan,Consumer,Central,Illinois,Chicago,Office Supplies,Art,Marker Set,4,3.62,0.0,14.48,3.52,Debit Card
ORD-2025-02715,2025-11-29,2025-12-04,Standard Class,CUST-0644,Olivia Singh,Corporate,West,Oregon,Portland,Office Supplies,Binders,3-Ring Binder,7,11.92,0.3,58.41,4.85,Credit Card
ORD-2024-04915,2024-10-26,2024-10-29,First Class,CUST-0658,Sara Davis,Consumer,Central,Illinois,Chicago,Furniture,Tables,Coffee Table,2,560.3,0.0,1120.6,-43.29,PayPal
ORD-2025-05346,2025-06-12,2025-06-16,Second Class,CUST-0561,Sofia Smith,Home Office,Central,Michigan,Detroit,  Technology ,Phones,Wireless Headset,5,326.38,0.0,"$1,631.90",403.31,Credit Card
ORD-2024-01564,2024-06-29,2024-07-03,Second Class,CUST-0322,Meera Singh,Consumer,West,Washington,Seattle,Office Supplies,Paper,Notebook Set,2,21.58,0.1,38.84,10.98,PayPal
ORD-2025-02761,2025-06-01,2025-06-07,Standard Class,CUST-0450,Rahul Sharma,Consumer,East,New Jersey,Newark,Office Supplies,Binders,3-Ring Binder,2,22.3,0.0,44.6,13.41,Debit Card
ORD-2025-03721,2025-12-20,2025-12-26,Standard Class,CUST-0635,Meera Sharma,Home Office,Central,Texas,Austin,Technology,Accessories,Wireless Mouse,3,68.08,0.0,204.24,69.27,PayPal
ORD-2024-00210,2024-02-17,2024-02-23,Standard Class,CUST-0321,Rahul Singh,Consumer,West,Arizona,Phoenix,Office Supplies,Art,Highlighter Pack,5,22.86,0.0,114.3,41.82,PayPal
ORD-2025-00910,2025-09-18,2025-09-23,Standard Class,CUST-0210,Emily Sharma,Consumer,Central,Michigan,Detroit,Furniture,Bookcases,Corner Bookcase,4,252.42,0.0,1009.68,74.5,PayPal
ORD-2024-01290,2024-12-27,2025-01-03,Standard Class,CUST-0451,Sara Singh,Consumer,West,California,San Francisco,Furniture,Bookcases,5-Shelf Bookcase,4,115.65,0.0,462.6,-43.93,Debit Card
ORD-2024-05372,2024-11-10,2024-11-17,Standard Class,CUST-0531,Laura Brown,Corporate,East,New York,New York City,Technology,Accessories,Mechanical Keyboard,2,89.47,0.2,143.15,22.15,Cash on Delivery
ORD-2024-05214,2024-12-28,2024-12-29,Same Day,CUST-0433,Sofia Williams,Corporate,South,Tennessee,Nashville,Office Supplies,Storage,Storage Box,5,147.0,0.2,588.0,18.95,Debit Card
ORD-2024-01843,2024-11-10,2024-11-17,Standard Class,CUST-0032,Emily Smith,Corporate,South,Georgia,Atlanta,Office Supplies,Storage,Desk Organizer,5,98.51,0.3,344.78,37.08,Debit Card
ORD-2025-02498,2025-06-09,2025-06-16,Standard Class,CUST-0416,Sofia Smith,Consumer,Central,Texas,Houston,Furniture,Chairs,Ergonomic Office Chair,4,372.22,0.0,1488.88,147.19,PayPal
ORD-2024-05002,30/07/2024,2024-08-06,Standard Class,CUST-0352,Ananya Sharma,Consumer,South,Florida,Miami,Office Supplies,Paper,Sticky Notes Pack,2,31.3,0.0,62.6,16.46,PayPal
ORD-2024-03783,2024-06-03,2024-06-08,,CUST-0471,Nina Smith,Corporate,Central,Texas,Houston,Office Supplies,Art,Marker Set,5,18.98,0.1,85.41,19.75,PayPal
ORD-2025-00959,2025-06-15,2025-06-21,Standard Class,CUST-0317,Nina Sharma,Consumer,Central,Illinois,Chicago,Furniture,Chairs,Ergonomic Office Chair,6,87.01,0.1,469.85,3.6,Credit Card
ORD-2025-01794,2025-04-12,2025-04-18,Standard Class,CUST-0300,Emily Williams,Consumer,West,Washington,Spokane,Furniture,Tables,Coffee Table,4,729.7,0.0,"$2,918.80",155.9,PayPal
ORD-2024-02089,2024-12-29,2025-01-01,Second Class,CUST-0386,Rahul Sharma,Home Office,West,Washington,Seattle,Furniture,Chairs,Ergonomic Office Chair,3,259.78,0.0,779.34,128.07,Credit Card
ORD-2025-02703,2025-10-09,2025-10-16,Standard Class,CUST-0595,Ananya Verma,Consumer,West,Washington,Seattle,Office Supplies,Storage,File Cabinet,5,102.52,0.2,410.08,33.91,Cash on Delivery
ORD-2024-00332,2024-11-28,2024-12-04,Standard Class,CUST-0016,James Williams,Home Office,East,Massachusetts,Boston,Furniture,Chairs,Ergonomic Office Chair,3,283.71,0.0,851.13,122.21,Credit Card
ORD-2024-03468,2024-06-18,2024-06-24,Standard Class,CUST-0174,Olivia Patel,Consumer,West,Washington,Spokane,Technology,Accessories,Mechanical Keyboard,5,133.36,0.1,600.12,187.87,Cash on Delivery
ORD-2024-04036,2024-05-13,2024-05-16,Second Class,CUST-0776,Arjun Patel,Consumer,West,California,San Francisco,Furniture,Tables,Conference Table,2,897.06,0.1,1614.71,-10.89,Credit Card
ORD-2024-03110,2024-06-28,2024-07-03,Second Class,CUST-0487,Laura Khan,Home Office,East,New Jersey,Newark,Furniture,Tables,Coffee Table,3,754.39,0.1,2036.85,-69.13,Cash on Delivery
ORD-2024-02460,2024-12-04,2024-12-06,First Class,CUST-0694,Priya Johnson,Corporate,South,North Carolina,Charlotte,Furniture,Bookcases,5-Shelf Bookcase,6,262.55,0.3,"$1,102.71",-300.0,Debit Card
ORD-2024-01775,2024-02-10,2024-02-15,Standard Class,CUST-0728,Sofia Singh,Consumer,West,Washington,Spokane,Office Supplies,Storage,Storage Box,2,137.45,0.1,247.41,59.23,Debit Card
ORD-2024-04292,2024-07-07,2024-07-10,First Class,CUST-0116,Kevin Singh,Consumer,West,California,San Diego,Office Supplies,Paper,Notebook Set,3,7.73,0.0,23.19,7.92,Credit Card
ORD-2024-03498,2024-01-14,2024-01-19,Second Class,CUST-0189,John Patel,Consumer,Central,Illinois,Chicago,Office Supplies,Storage,Desk Organizer,3,181.2,0.0,543.6,108.41,PayPal
ORD-2024-03862,2024-10-08,2024-10-13,Second Class,CUST-0650,Meera Verma,Home Office,South,Tennessee,Nashville,Office Supplies,Paper,Notebook Set,6,32.58,0.3,136.84,14.88,Credit Card
ORD-2024-03358,2024-03-09,2024-03-14,Second Class,CUST-0584,Ananya Verma,Consumer,Central,Texas,Dallas,Technology,Accessories,Wireless Mouse,4,130.53,0.2,417.7,108.89,Cash on Delivery
ORD-2024-04963,22/11/2024,2024-11-27,Standard Class,CUST-0062,Olivia Verma,Home Office,Central,Ohio,Columbus,Technology,Accessories,Mechanical Keyboard,4,118.71,0.0,474.84,167.39,PayPal
ORD-2024-04748,2024-10-28,2024-11-04,Standard Class,CUST-0458,Rahul Verma,Home Office,West,California,Los Angeles,Office Supplies,Art,Highlighter Pack,4,3.45,0.0,13.8,3.8,Credit Card
ORD-2024-03916,2024-04-16,2024-04-20,Second Class,CUST-0132,Laura Williams,Consumer,West,Arizona,Phoenix,Office Supplies,Paper,A4 Copy Paper 500,4,14.78,0.1,53.21,18.91,Credit Card
ORD-2025-02922,2025-08-02,2025-08-08,Standard Class,CUST-0527,Aarav Khan,Consumer,East,Pennsylvania,Philadelphia,Technology,Accessories,Wireless Mouse,2,69.34,0.1,124.81,21.24,Debit Card
ORD-2025-01711,2025-09-10,2025-09-17,Standard Class,CUST-0218,Laura Patel,Consumer,East,Massachusetts,Boston,Technology,Accessories,Wireless Mouse,3,49.98,0.0,149.94,51.0,Debit Card
ORD-2024-04667,2024-08-08,2024-08-12,First Class,CUST-0234,David Johnson,Home Office,Central,Ohio,Columbus,Office Supplies,Paper,Sticky Notes Pack,4,33.86,0.1,$121.90,29.38,Credit Card
ORD-2024-02479,2024-04-15,2024-04-19,Second Class,CUST-0526,Kevin Brown,Corporate,East,Pennsylvania,Pittsburgh,Office Supplies,Paper,Sticky Notes Pack,5,20.38,0.1,91.71,30.39,Debit Card
ORD-2024-01367,2024-05-14,2024-05-20,Standard Class,CUST-0010,Daniel Verma,Consumer,South,North Carolina,Charlotte,Office Supplies,Paper,A4 Copy Paper 500,4,12.15,0.0,$48.60,12.36,Debit Card
ORD-2024-00174,2024-06-16,2024-06-20,Second Class,CUST-0034,Rahul Smith,Consumer,West,Arizona,Phoenix,Technology,Phones,Desk Phone,2,416.08,0.0,832.16,147.97,Credit Card
ORD-2025-00859,2025-08-19,2025-08-20,Same Day,CUST-0095,Nina Smith,,West,Washington,Spokane,Furniture,Tables,Standing Desk,4,504.12,0.1,"$1,814.83",-9.19,Cash on Delivery
ORD-2025-04503,2025-11-22,2025-11-28,Standard Class,CUST-0590,Rahul Patel,Consumer,West,Arizona,Phoenix,Technology,Phones,Smartphone X,6,835.37,0.0,5012.22,1426.45,PayPal
ORD-2025-03011,2025-11-05,2025-11-12,Standard Class,CUST-0336,Michael Singh,Corporate,East,New Jersey,Newark,Office Supplies,Storage,Storage Box,4,176.58,0.5,353.16,-23.11,Credit Card
ORD-2025-05327,2025-06-18,2025-06-24,Standard Class,CUST-0383,John Singh,Home Office,West,Washington,Spokane,Office Supplies,Storage,Desk Organizer,5,35.57,0.0,177.85,40.09,PayPal
ORD-2025-04236,2025-08-27,2025-08-28,Same Day,CUST-0483,Chris Smith,Corporate,South,North Carolina,Charlotte,Office Supplies,Storage,File Cabinet,3,199.92,0.0,599.76,141.29,Credit Card
ORD-2025-01953,2025-07-24,2025-07-30,Standard Class,CUST-0005,Rahul Brown,Consumer,East,New Jersey,Newark,Office Supplies,Binders,Presentation Binder,4,18.59,0.3,52.05,0.38,Cash on Delivery
ORD-2024-04588,2024-12-27,2025-01-01,Standard Class,CUST-0682,Michael Johnson,Consumer,Central,Michigan,Detroit,Furniture,Bookcases,Corner Bookcase,2,220.24,0.1,396.43,9.04,Debit Card
ORD-2025-05435,2025-09-10,2025-09-17,Standard Class,CUST-0495,Daniel Brown,Consumer,Central,Michigan,Detroit,Office Supplies,Storage,Desk Organizer,5,118.66,0.0,593.3,116.97,PayPal
ORD-2025-02037,2025-08-06,2025-08-11,Standard Class,CUST-0685,Meera Brown,Home Office,East,Pennsylvania,Philadelphia,Technology,Accessories,Wireless Mouse,3,16.09,0.2,38.62,5.84,PayPal
ORD-2024-04033,2024-12-14,2024-12-19,Standard Class,CUST-0370,David Verma,Consumer,Central,Illinois,Chicago,Technology,Machines,Document Scanner,2,1168.42,0.2,1869.47,232.52,Cash on Delivery
ORD-2025-04482,28/07/2025,2025-08-04,Standard Class,CUST-0615,Chris Williams,Corporate,South,Tennessee,Nashville,Office Supplies,Art,Highlighter Pack,5,15.53,0.1,69.88,12.82,Credit Card
ORD-2024-00019,2024-10-21,2024-10-28,,CUST-0136,Daniel Sharma,,Central,Ohio,Columbus,Furniture,Tables,Conference Table,4,186.36,0.1,670.9,30.03,Debit Card
ORD-2025-00001,2025-01-23,2025-01-30,Standard Class,CUST-0714,Arjun Williams,Consumer,West,Arizona,Phoenix,Office Supplies,Art,Highlighter Pack,5,22.09,0.1,99.41,31.03,Debit Card
ORD-2024-02175,2024-05-18,2024-05-23,Standard Class,CUST-0558,Kevin Patel,Corporate,East,Massachusetts,Boston,Office Supplies,Binders,3-Ring Binder,3,28.98,0.3,60.86,-3.85,Debit Card
ORD-2024-01357,2024-03-01,2024-03-08,Standard Class,CUST-0581,Ananya Davis,Corporate,East,Massachusetts,Boston,Technology,Phones,Smartphone X,1,711.97,0.0,711.97,194.19,PayPal
ORD-2024-05634,2024-12-01,2024-12-05,Second Class,CUST-0073,David Patel,Consumer,Central,Illinois,Chicago,Technology,Machines,Label Maker,1,389.36,0.0,389.36,39.7,Credit Card
ORD-2025-03306,2025-08-28,2025-09-03,Standard Class,CUST-0269,James Sharma,Corporate,Central,Ohio,Columbus,Office Supplies,Storage,Storage Box,7,137.03,0.2,767.37,39.53,Cash on Delivery
ORD-2025-02827,2025-08-05,2025-08-12,Standard Class,CUST-0277,Michael Johnson,Corporate,West,Washington,Seattle,Furniture,Tables,Conference Table,6,365.38,0.0,2192.28,229.74,PayPal
ORD-2024-03616,2024-07-21,2024-07-26,Standard Class,CUST-0742,Sofia Johnson,Consumer,East,Pennsylvania,Philadelphia,Office Supplies,Binders,3-Ring Binder,2,14.87,0.2,$23.79,5.1,Credit Card
ORD-2025-00397,2025-08-01,2025-08-03,First Class,CUST-0079,Daniel Brown,Corporate,East,New Jersey,Newark,Office Supplies,Paper,Notebook Set,4,15.0,0.3,42.0,9.73,Credit Card
ORD-2025-04592,2025-10-03,2025-10-10,Standard Class,CUST-0404,Meera Khan,Consumer,South,North Carolina,Charlotte,Office Supplies,Storage,File Cabinet,4,97.96,0.0,391.84,81.46,Debit Card
ORD-2025-05905,2025-11-04,2025-11-09,Standard Class,CUST-0064,Meera Khan,Home Office,Central,Michigan,Detroit,Office Supplies,Art,Highlighter Pack,3,16.73,0.3,35.13,4.69,Debit Card
ORD-2024-04831,2024-06-26,2024-07-01,Standard Class,CUST-0133,Meera Singh,Consumer,East,Massachusetts,Boston,Office Supplies,Binders,Presentation Binder,2,12.37,0.1,22.27,1.75,Cash on Delivery
ORD-2025-01813,2025-11-05,2025-11-09,Second Class,CUST-0296,Priya Sharma,Consumer,East,Massachusetts,Boston,Technology,Accessories,Wireless Mouse,4,112.16,0.1,403.78,90.66,Cash on Delivery
ORD-2024-05058,2024-06-27,2024-07-01,Second Class,CUST-0384,Ananya Johnson,Home Office,West,California,San Diego,Technology,Machines,Document Scanner,4,907.17,0.1,3265.81,171.38,PayPal
ORD-2025-05130,2025-09-11,2025-09-18,Standard Class,CUST-0633,Emily Brown,Corporate,East,New Jersey,Newark,Office Supplies,Art,Highlighter Pack,4,4.67,0.1,16.81,4.69,PayPal
ORD-2024-00817,2024-04-09,2024-04-14,Standard Class,CUST-0693,Sara Khan,Home Office,South,Georgia,Atlanta,Furniture,Chairs,Folding Chair,5,349.88,0.0,1749.4,324.11,Debit Card
ORD-2025-01573,2025-10-11,2025-10-17,Standard Class,CUST-0424,David Johnson,Consumer,South,Florida,Miami,Office Supplies,Binders,3-Ring Binder,2,26.44,0.0,$52.88,12.73,Cash on Delivery
ORD-2025-04231,24/11/2025,2025-11-28,Second Class,CUST-0674,Aarav Singh,Consumer,South,Tennessee,Nashville,Office Supplies,Storage,File Cabinet,1,49.7,0.1,44.73,7.07,Credit Card
ORD-2024-01801,2024-12-14,2024-12-21,Standard Class,CUST-0515,Sara Smith,Consumer,Central,Illinois,Chicago,Office Supplies,Storage,Storage Box,2,18.49,0.0,36.98,10.16,Debit Card
ORD-2024-02281,2024-01-23,2024-01-29,Standard Class,CUST-0071,Daniel Johnson,Corporate,South,Tennessee,,Technology,Accessories,Wireless Mouse,2,57.48,0.0,114.96,44.97,Cash on Delivery
ORD-2024-05379,21/06/2024,2024-06-27,Standard Class,CUST-0220,Daniel Khan,Corporate,East,New Jersey,Newark,Furniture,Tables,Conference Table,2,789.64,0.2,1263.42,-142.67,Cash on Delivery
ORD-2025-04833,2025-07-05,2025-07-11,Standard Class,CUST-0420,Emily Patel,Home Office,West,Oregon,Portland,Furniture,Tables,Coffee Table,2,480.21,0.3,672.29,-102.7,Credit Card
ORD-2025-05344,2025-01-14,2025-01-20,Standard Class,CUST-0117,Michael Khan,Home Office,West,Washington,Seattle,Technology,Phones,Smartphone X,4,743.29,0.0,2973.16,869.82,PayPal
ORD-2024-04621,2024-09-09,2024-09-16,Standard Class,CUST-0762,Kevin Khan,Consumer,South,Florida,Miami,Office Supplies,Binders,3-Ring Binder,2,11.06,0.0,22.12,2.97,Credit Card
